nome_cientifico,reino,filo,classe,ordem,familia,genero,grupo_taxonomico
Odontopeltis giganteus,Animalia,Arthropoda,Diplopoda,Polydesmida,Chelodesmidae,Odontopeltis,outros
Sotalia guianensis,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Sotalia,mamiferos
Perigona spelunca,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Perigona,insetos
Arrhopalites lawrencei,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Nyctibius aethereus aethereus,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,aves
Sotalia fluviatilis,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Sotalia,mamiferos
Contomastix vacariensis,Animalia,Chordata,Reptilia,Squamata,Teiidae,Contomastix,repteis
Pongycarcinia xiphidiourus,Animalia,Arthropoda,Malacostraca,Isopoda,Calabozoidae,Pongycarcinia,crustaceos
Plesioptopoma curvidens,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Plesioptopoma,peixes
Rhincodon typus,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,peixes
Cambeva mboycy,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Cambeva,peixes
Thalpomys lasiotis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Thalpomys,mamiferos
Lagothrix lagothricha poeppigii,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,mamiferos
Sternarchorhynchus severii,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Sternarchorhynchus,peixes
Thamnophilus nigrocinereus tschudii,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,aves
Chelonoidis denticulatus,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,repteis
Acyrtus pauciradiatus,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Acyrtus,peixes
Prochilodus britskii,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus,peixes
Hyalyris leptalina leptalina,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hyalyris,insetos
Sartor tucuruiensis,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Sartor,peixes
Hypsolebias janaubensis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Chaimowiczia obybytyra,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Chaimowiczia,crustaceos
Pyrrhura leucotis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Characidium onca,Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,peixes
Oxyruncus cristatus tocantinsi,Animalia,Chordata,Aves,Passeriformes,Oxyruncidae,Oxyruncus,aves
Narcine brasiliensis,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,Narcine,peixes
Rhinoptera brasiliensis,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Rhinopteridae,Rhinoptera,peixes
Notholebias minimus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Notholebias,peixes
Arrhopalites alambariensis,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Taoniscus nanus,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Taoniscus,aves
Aegla meloi,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Pararrhopalites sideroicus,Animalia,Arthropoda,Entognatha,Symphypleona,Sminthuridae,Pararrhopalites,outros
Vireo gracilirostris,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,aves
Phylloscartes roquettei,Animalia,Chordata,Aves,Passeriformes,Rhynchocyclidae,Phylloscartes,aves
Litoblatta camargoi,Animalia,Arthropoda,Insecta,Blattodea,Blattellidae,Litoblatta,insetos
Melanophryniscus setiba,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Hemiancistrus megalopteryx,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hemiancistrus,peixes
Psophia viridis,Animalia,Chordata,Aves,Gruiformes,Psophiidae,Psophia,aves
Aegla leachi,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Bachia psamophila,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Bachia,repteis
Sciades parkeri,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Sciades,peixes
Iansaoniscus leilae,Animalia,Arthropoda,Malacostraca,Isopoda,Pudeoniscidae,Iansaoniscus,crustaceos
Spintherobolus ankoseion,Animalia,Chordata,Actinopterygii,Characiformes,Spintherobolidae,Spintherobolus,peixes
Poecilotriccus albifacies,Animalia,Chordata,Aves,Passeriformes,Rhynchocyclidae,Poecilotriccus,aves
Bachia didactyla,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Bachia,repteis
Spelaeogammarus sanctus,Animalia,Arthropoda,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus,crustaceos
Leopardus geoffroyi,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,mamiferos
Amphisbaena leucocephala,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Melanophryniscus klappenbachi,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Troglobius brasiliensis,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Paronellidae,Troglobius,outros
Eufriesea pyrrhopyga,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,insetos
Leopardus tigrinus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,mamiferos
Calyptura cristata,Animalia,Chordata,Aves,Passeriformes,Platyrinchidae,Calyptura,aves
Gymnodactylus vanzolinii,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Gymnodactylus,repteis
Lutjanus purpureus,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,peixes
