nome_cientifico,nome_popular,reino,filo,classe,ordem,familia,genero,grupo_taxonomico
Aegla violacea,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Spelaeogammarus spinilacertus,,Animalia,Arthropoda,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus,crustaceos
Notholebias vermiculatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Notholebias,peixes
Simpsonichthys nigromaculatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Amazona pretrei,Papagaio-da-serra,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aves
Pectenoniscus montalvaniensis,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Pectenoniscus,crustaceos
Schwarziana bocainensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Schwarziana,insetos
Ardistomis ferreirai,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ardistomis,insetos
Maricaella duna,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Maricaella,outros
Iandumoema smeagol,,Animalia,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Iandumoema,aracnideos
Mobula thurstoni,Manta-vampira,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,peixes
Myrmotherula oreni,choquinha-do-bambu,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,aves
Atlantirivulus simplicis,Rivúlo-marrom,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus,peixes
Isogomphodon oxyrhynchus,Cacao Pato,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Isogomphodon,peixes
Eupera troglobia,Bivalve,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Eupera,moluscos
Pseudoplatystoma corruscans,Caçonete,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Pseudoplatystoma,peixes
Charinus eleonorae,,Animalia,Arthropoda,Arachnida,Amblypygi,Charinidae,Charinus,aracnideos
Bombus bahiensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,insetos
Pithecopus rusticus,,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Pithecopus,anfibios
Cubacubana spelaea,,Animalia,Arthropoda,Insecta,Zygentoma,Nicoletiidae,Cubacubana,insetos
Hypsolebias adornatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Cnesterodon omorgmatos,Barrigudinho,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Cnesterodon,peixes
Acratosaura spinosa,Lagarto-Espinhoso,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Acratosaura,repteis
Anotosaura collaris,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Anotosaura,repteis
Ophthalmolebias bokermanni,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Ophthalmolebias,peixes
Ortalis remota,,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,aves
Harttia depressa,Acari-cachimbo,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Harttia,peixes
Calyptommatus nicterus,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,repteis
Garcialebias bagual,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Piculus paraensis,Pica-paus,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,aves
Alouatta caraya,Bugio,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,mamiferos
Newportia spelaea,,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Newportia,outros
Lepidothrix iris,Uirapuru-cabeça-de-prata,Animalia,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,aves
Hypsolebias nudiorbitatus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Hypsolebias brunoi,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Serpophaga hypoleuca pallida,,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Serpophaga,aves
Leposternon maximus,Cobra-Cega,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Leposternon,repteis
Parotocinclus cesarpintoi,Cascudinho,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus,peixes
Rhipidodonta koseritzi,Bivalve,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Rhipidodonta,moluscos
Melanorivulus vittatus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Phaenomys ferrugineus,Rato-ferrugem,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phaenomys,mamiferos
Gymnura altavela,Avejão,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,peixes
Cyanopsitta spixii,arara-de-spix,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,aves
Leptopanchax sanguineus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Leptopanchax,peixes
Plesiolebias xavantei,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Plesiolebias,peixes
Tosanoides aphrodite,Anthias-afrodite,Animalia,Chordata,Actinopterygii,Perciformes,Anthiadidae,Tosanoides,peixes
Matilebias litzi,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Matilebias,peixes
Contopus nigrescens,Piui-preto,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,aves
Amphisbaena carvalhoi,Cobra-Cega,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Diomedea exulans,Albatroz-viageiro,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,aves
Microspathodon chrysurus,Donzela-Azul,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Microspathodon,peixes
Lipaugus conditus,cotinga-d'asa-cinzenta,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Lipaugus,aves
Astyanax eremus,Lambari,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Astyanax,peixes
Plecturocebus bernhardi,Zogue-zogue,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,mamiferos
Simpsonichthys zonatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Xangoniscus aganju,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Xangoniscus,crustaceos
Plexaurella obesa,,Animalia,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Plexaurella,outros
Coarazuphium amazonicus,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Aegla ludwigi,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Charinus taboa,,Animalia,Arthropoda,Arachnida,Amblypygi,Charinidae,Charinus,aracnideos
Rhamdiopsis krugi,bagrinho-cego,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Rhamdiopsis,peixes
Notholebias cruzi,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Notholebias,peixes
Actinote zikani,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Actinote,insetos
Microlepidogaster perforata,Cascudinho,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Microlepidogaster,peixes
Lutjanus cyanopterus,,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,peixes
Leposternon kisteumacheri,Cobra-de-duas-cabeças,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Leposternon,repteis
Alouatta discolor,Guariba-de-mãos-ruivas,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,mamiferos
Coarazuphium tessai,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Amphisbaena acangaoba,Anfisbena-de-Capacete,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Thamnophilus caerulescens pernambucensis,,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,aves
Choranthias salmopunctatus,Anthias-de-São-Pedro,Animalia,Chordata,Actinopterygii,Perciformes,Anthiadidae,Choranthias,peixes
Thamnomanes caesius caesius,,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnomanes,aves
Simpsonichthys cholopteryx,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Kolpotocheirodon figueiredoi,,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Kolpotocheirodon,peixes
Myrmotherula snowi,choquinha-de-alagoas,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,aves
Willemia zeppelinii,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Willemia,outros
Sparisoma rocha,Bodião-de-Trindade,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,peixes
Leptopanchax splendens,peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Leptopanchax,peixes
Trachylepis atlantica,Mabuia-de-Noronha,Animalia,Chordata,Reptilia,Squamata,Mabuyidae,Trachylepis,repteis
Potamotrygon signata,,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,peixes
Scolopocryptops troglocaudatus,,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Scolopocryptops,outros
Paraclaravis geoffroyi,pararu-espelho,Animalia,Chordata,Aves,Columbiformes,Columbidae,Paraclaravis,aves
Pseudobatos percellens,Viola,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,peixes
Amphisbaena kiriri,,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Gabunillo enfurnado,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidae,Gabunillo,crustaceos
Sternarchogiton zuanoni,Sarapó,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Sternarchogiton,peixes
Atractus ronnie,Cobra-da-terra dos brejos,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,repteis
Eustrombus goliath,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Eustrombus,moluscos
Deltamys araucaria,Ratinho-preto-das-araucárias,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Deltamys,mamiferos
Knodus dorsomaculatus,,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Knodus,peixes
Lachlania aldinae,,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Lachlania,insetos
Arinosaster patriciae,,Animalia,Porifera,Demospongiae,Incertae Sedis,Incertae Sedis,Arinosaster,outros
Eurolophosaurus amathites,,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Eurolophosaurus,repteis
Aegla itacolomiensis,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Xenurolebias pataxo,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Xenurolebias,peixes
Leodesmus yporangae,,Animalia,Arthropoda,Diplopoda,Polydesmida,Chelodesmidae,Leodesmus,outros
Speocera eleonorae,,Animalia,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Speocera,aracnideos
Leptagrion bocainense,libélula,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Leptagrion,insetos
Hypsolebias marginatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Cerdale fasciata,Peixe Lombriga Listrado,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Cerdale,peixes
Phlegopsis borbae,formigueiro-de-faces-pálidas,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Phlegopsis,aves
Brachyteles arachnoides,Mono,Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,mamiferos
Amatolebias varzeae,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Amatolebias,peixes
Hylodes glaber,,Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,anfibios
Cotinga maculata,Cotinga-crejoá,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cotinga,aves
Tricongius ybyguara,,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Tricongius,aracnideos
Chamaeza nobilis fulvipectus,,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Chamaeza,aves
Simothraulopsis eurybasis,,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Simothraulopsis,insetos
Cambeva papillifera,,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Cambeva,peixes
Moenkhausia parecis,,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,peixes
Praepedaliodes sequeirae,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Praepedaliodes,insetos
Arrhopalites botuveraensis,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Discosura langsdorffi langsdorffi,Rabo-de-espinho,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Discosura,aves
Brycon gouldingi,Matrinxã,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,peixes
Leposoma annectans,Teiú-Pigmeu,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Leposoma,repteis
Phlegopsis nigromaculata confinis,,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Phlegopsis,aves
Gyldenstolpia planaltensis,Rato-gigante-do-Cerrado,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Gyldenstolpia,mamiferos
Paragenidens grandoculis,,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Paragenidens,peixes
Hypsolebias multiradiatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Pseudosinella guanhaensis,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,outros
Ameiva jacuba,Calango,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,repteis
Girardia paucipunctata,,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Girardia,outros
Bothrops jabrensis,jararaca-do-pico-do-jabre,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Millepora braziliensis,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,outros
Condylactis gigantea,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,outros
Elacatinus phthirophagus,Góbio-neon-de-Noronha,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Elacatinus,peixes
Oligoneuria macabaiba,,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuria,insetos
Euryoryzomys lamia,Rato-laranja-do-Cerrado,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Euryoryzomys,mamiferos
Acanthochelys macrocephala,Cágado-do-Pantanal,Animalia,Chordata,Reptilia,Testudines,Chelidae,Acanthochelys,repteis
Aegla obstipa,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Microglanis maculatus,Bagrinho,Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae,Microglanis,peixes
Amazoniscus leistikowi,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Scleropactidae,Amazoniscus,crustaceos
Amphisbaena littoralis,Cobra-de-duas-cabeças,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Maratecoara splendida,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Maratecoara,peixes
Eleoscytalopus psychopompus,Macuquinho-da-bahia,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Eleoscytalopus,aves
Formicivora acutirostris,bicudinho-do-brejo,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Formicivora,aves
Cambeva pascuali,cambeva,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Cambeva,peixes
Pimelodella spelaea,"bagre, mandi",Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Pimelodella,peixes
Lebiasina minuta,Jejuzinho,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Lebiasina,peixes
Epiperipatus diadenoproctus,,Animalia,Onychophora,Onychophora,Euonychophora,Peripatidae,Epiperipatus,outros
Progarypus nigrimanus,falso escorpião,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Olpiidae,Progarypus,aracnideos
Leopardus guttulus,Gato-do-mato,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,mamiferos
Amadonastur lacernulatus,,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Amadonastur,aves
Campylorhamphus trochilirostris trochilirostris,,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Campylorhamphus,aves
Juscelinomys candango,Rato-candango,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Juscelinomys,mamiferos
Mustelus schmitti,Caçonete E Cação-cola-fina,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,peixes
Xangoniscus itacarambiensis,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Xangoniscus,crustaceos
Garcialebias reicherti,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Sterna dougallii,Andorinha-do-mar-comum,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,aves
Pseudosinella neriae,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,outros
Stigmatura napensis napensis,,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Stigmatura,aves
Mobula rochebrunei,,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Mobula,peixes
Pectenoniscus monsviridis,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Pectenoniscus,crustaceos
Spinopilar moria,opilião,Animalia,Arthropoda,Arachnida,Opiliones,Cryptogeobiidae,Spinopilar,aracnideos
Paracymbiomma caecus,,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Paracymbiomma,aracnideos
Callithrix flaviceps,Sagüi-da-serra-claro,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,mamiferos
Apostolepis thalesdelemai,,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Apostolepis,repteis
Mussismilia harttii,Coral-couve-flor,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mussismilia,outros
Bombus bellicosus,Mamangava,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,insetos
Hasemania melanura,Lambari,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Hasemania,peixes
Phalotris lativittatus,Coral-Falsa,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Phalotris,repteis
Aeria olena tiuma,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aeria,insetos
Jenynsia sanctaecatarinae,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Anablepidae,Jenynsia,peixes
Heterodactylus septentrionalis,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Heterodactylus,repteis
Sapajus robustus,Macaco Prego,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,mamiferos
Megalobulimus parafragilior,Árua-do-Mato,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Megalobulimus,moluscos
Xiphocolaptes carajaensis,Arapaçus,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Xiphocolaptes,aves
Biotocus turbinatus,,Animalia,Mollusca,Gastropoda,Pulmonata,Bulimulidae,Biotocus,moluscos
Eukoenenia sagarana,,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Mustelus fasciatus,Cação-listrado,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,peixes
Iuiuniscus iuiuensis,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Iuiuniscus,crustaceos
Clytoctantes atrogularis,choca-de-garganta-preta,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Clytoctantes,aves
Sapajus libidinosus,Macaco-prego,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,mamiferos
Pionus reichenowi,maitaca-de-barriga-azul,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,aves
Sternarchorhynchus caboclo,sarapó,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Sternarchorhynchus,peixes
Succinea lopesi,,Animalia,Mollusca,Gastropoda,Pulmonata,Succineidae,Succinea,moluscos
Forsterinaria itatiaia,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Forsterinaria,insetos
Carcharhinus galapagensis,Tubarão-das-Galápagos,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,peixes
Aegla oblata,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Augastes lumachella,beija-flor-de-gravata-vermelha,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Augastes,aves
Leposternon octostegum,Cobra-de-duas-cabeças,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Leposternon,repteis
Hypsolebias guanambi,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Garcialebias pongondo,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Thamnophilus caerulescens cearensis,,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,aves
Tangara velia signata,Saíra-diamante,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,aves
Genidens barbus,Bagre branco,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Genidens,peixes
Diomedea epomophora,Albatroz-real,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,aves
Eulaema felipei,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,insetos
Laniisoma elegans,Chibante,Animalia,Chordata,Aves,Passeriformes,Tityridae,Laniisoma,aves
Xiphorhynchus atlanticus,Arapaçu-rajado-do-nordeste,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Xiphorhynchus,aves
Phalloptychus eigenmanni,Barrigudinho,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloptychus,peixes
Euglossa avicula,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,insetos
Coarazuphium xingu,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Thalasseus maximus,garajau-real,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,aves
Spelaeometra hypogea,,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Spelaeometra,insetos
Epinephelus itajara,mero,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Epinephelus,peixes
Mazama nana,Veado-mão-curta,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,mamiferos
Odontanthias cauoh,Anthias-insular,Animalia,Chordata,Actinopterygii,Perciformes,Anthiadidae,Odontanthias,peixes
Crossodactylus dantei,,Animalia,Chordata,Amphibia,Anura,Hylodidae,Crossodactylus,anfibios
Sternarchorhynchus inpai,Sarapó,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Sternarchorhynchus,peixes
Arraia nelmae,Minhoca,Animalia,Annelida,Clitellata,Haplotaxida,Ocnerodrilidae,Arraia,outros
Rhipidodonta iheringi,Bivalve,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Rhipidodonta,moluscos
Hyalella epikarstica,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,crustaceos
Leontopithecus caissara,Mico-caiçara,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,mamiferos
Ferricixius goliathi,,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Ferricixius,insetos
Stenocercus quinarius,Calango,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Stenocercus,repteis
Pararrhopalites wallacei,,Animalia,Arthropoda,Entognatha,Symphypleona,Sminthuridae,Pararrhopalites,outros
Tityus kuryi,,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,aracnideos
Hypsolebias magnificus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Newportia potiguar,,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,Newportia,outros
Amazona vinacea,papagaio-de-peito-roxo,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aves
Tursiops gephyreus,,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,mamiferos
Scytalopus diamantinensis,tapaculo-da-chapada,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,aves
Anomaloglossus apiau,,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,anfibios
Spiripockia punctata,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Spiripockia,moluscos
Ophthalmolebias perpendicularis,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Ophthalmolebias,peixes
Aburria cujubi,cujubi,Animalia,Chordata,Aves,Galliformes,Cracidae,Aburria,aves
Formicivora littoralis,formigueiro-do-litoral,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Formicivora,aves
Iansaoniscus iraquara,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Pudeoniscidae,Iansaoniscus,crustaceos
Iandumoema uai,aranha-alho,Animalia,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Iandumoema,aracnideos
Adebrotus lugoi,,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Adebrotus,insetos
Millepora laboreli,,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,outros
Caretta caretta,Careba Amarela,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,repteis
Natalus macrourus,,Animalia,Chordata,Mammalia,Chiroptera,Natalidae,Natalus,mamiferos
Thalurania watertonii,Beija-flor-das-costas-violetas,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,aves
Benthanoides amazonicus,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Benthanoides,crustaceos
Garcialebias nubium,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Garcialebias arachan,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
